0<ml>Chart-5<ml>Chart-5<ml>mmm Chart5b / source / org / jfree / data / xy / XYSeries . java 	 2017 - 03 - 20 <nl> ppp Chart5b_Patch5 / source / org / jfree / data / xy / XYSeries . java 	 2017 - 04 - 11 <nl> / / new item . . . otherwise it will be just - 1 and we should just <nl> / / append the value to the list . . . <nl> if ( this . autoSort ) { <nl> - this . data . add ( - index - 1 , new XYDataItem ( x , y ) ) ; <nl> + this . data . add ( new org . jfree . data . xy . XYDataItem ( x , y ) ) ; <nl> } <nl> else { <nl> this . data . add ( new XYDataItem ( x , y ) ) ; <nl> 
0<ml>Chart-13<ml>Chart-13<ml>mmm Chart13b / source / org / jfree / chart / block / BorderArrangement . java 	 2017 - 03 - 20 <nl> ppp Chart13b_Patch9 / source / org / jfree / chart / block / BorderArrangement . java 	 2017 - 04 - 11 <nl> heightRange3 ) ; <nl> Size2D size = this . rightBlock . arrange ( g2 , c4 ) ; <nl> w [ 3 ] = size . width ; <nl> + this . leftBlock = null ; <nl> h [ 3 ] = size . height ; <nl> } <nl> 
0<ml>Math-40<ml>Math-40<ml>mmm Math40b / src / main / java / org / apache / commons / math / analysis / solvers / BracketingNthOrderBrentSolver . java 	 2017 - 05 - 03 <nl> ppp Math40b_Patch161 / src / main / java / org / apache / commons / math / analysis / solvers / BracketingNthOrderBrentSolver . java 	 2017 - 05 - 03 <nl> / / the guessed root is either not strictly inside the interval or it <nl> / / is a NaN ( which occurs when some sampling points share the same y ) <nl> / / we try again with a lower interpolation order <nl> - if ( signChangeIndex - start > = end - signChangeIndex ) { <nl> + if ( ( ( signChangeIndex - start ) > = ( end - signChangeIndex ) ) | | ( xA < = org . apache . commons . math . analysis . solvers . BracketingNthOrderBrentSolver . REDUCTION_FACTOR ) ) { <nl> / / we have more points before the sign change , drop the lowest point <nl> + + start ; <nl> } else { <nl> 
0<ml>Chart-26<ml>Chart-26<ml>mmm Chart26b / source / org / jfree / chart / plot / CategoryPlot . java 	 2017 - 03 - 20 <nl> ppp Chart26b_Patch18 / source / org / jfree / chart / plot / CategoryPlot . java 	 2017 - 04 - 11 <nl> / / if the incoming state is null , no information will be passed <nl> / / back to the caller - but we create a temporary state to record <nl> / / the plot area , since that is used later by the axes <nl> + if ( true ) <nl> + return ; <nl> state = new PlotRenderingInfo ( null ) ; <nl> } <nl> state . setPlotArea ( area ) ; <nl> 
0<ml>Math-105<ml>Math-105<ml>mmm Math105b / src / java / org / apache / commons / math / stat / regression / SimpleRegression . java 	 2017 - 05 - 03 <nl> ppp Math105b_Patch177 / src / java / org / apache / commons / math / stat / regression / SimpleRegression . java 	 2017 - 05 - 03 <nl> public void addData ( double x , double y ) { <nl> if ( n = = 0 ) { <nl> xbar = x ; <nl> + if ( y < = x ) { <nl> ybar = y ; <nl> + } <nl> } else { <nl> double dx = x - xbar ; <nl> double dy = y - ybar ; <nl> 
0<ml>Math-28<ml>Math-28<ml>mmm Math28b / src / main / java / org / apache / commons / math3 / optimization / linear / SimplexSolver . java 	 2017 - 05 - 09 <nl> ppp Math28b_Patch198 / src / main / java / org / apache / commons / math3 / optimization / linear / SimplexSolver . java 	 2017 - 05 - 09 <nl> if ( minRatioPositions . size ( ) = = 0 ) { <nl> return null ; <nl> - } else if ( minRatioPositions . size ( ) > 1 ) { <nl> + } else if ( minRatioPositions . size ( ) > 1 & & ! ( minRatioPositions . size ( ) > ( double ) 0 . 0 ) ) { <nl> / / there ' s a degeneracy as indicated by a tie in the minimum ratio test <nl> / / 1 . check if there ' s an artificial variable that can be forced out of the basis <nl> 
1<ml>Math-99<ml>Math-99<ml>mmm Math99b / src / java / org / apache / commons / math / util / MathUtils . java 	 2017 - 05 - 09 <nl> ppp Math99b_Patch209 / src / java / org / apache / commons / math / util / MathUtils . java 	 2017 - 05 - 09 <nl> int u = p ; <nl> int v = q ; <nl> if ( ( u = = 0 ) | | ( v = = 0 ) ) { <nl> + if ( u = = Integer . MIN_VALUE ) { throw new ArithmeticException ( ) ; } <nl> + if ( v = = Integer . MIN_VALUE ) { throw new ArithmeticException ( ) ; } <nl> return ( Math . abs ( u ) + Math . abs ( v ) ) ; <nl> } <nl> / / keep u and v negative , as negative integers range down to <nl> return 0 ; <nl> } <nl> int lcm = Math . abs ( mulAndCheck ( a / gcd ( a , b ) , b ) ) ; <nl> + if ( lcm = = Integer . MIN_VALUE ) { throw new ArithmeticException ( ) ; } <nl> return lcm ; <nl> } <nl> 
0<ml>Math-80<ml>Math-80<ml>mmm Math80b / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 03 - 21 <nl> ppp Math80b_Patch59 / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 04 - 11 <nl> / / flip array <nl> int j = 4 * n - 1 ; <nl> for ( int i = 0 ; i < j ; i + = 4 ) { <nl> - for ( int k = 0 ; k < 4 ; k + = step ) { <nl> - final double tmp = work [ i + k ] ; <nl> - work [ i + k ] = work [ j - k ] ; <nl> - work [ j - k ] = tmp ; <nl> - } <nl> j - = 4 ; <nl> } <nl> return true ; <nl> 
0<ml>Lang-46<ml>Lang-46<ml>mmm Lang46b / src / java / org / apache / commons / lang / StringEscapeUtils . java 	 2017 - 03 - 20 <nl> ppp Lang46b_Patch22 / src / java / org / apache / commons / lang / StringEscapeUtils . java 	 2017 - 04 - 11 <nl> case ' \ \ ' : <nl> out . write ( ' \ \ ' ) ; <nl> out . write ( ' \ \ ' ) ; <nl> + if ( escapeSingleQuote ) <nl> break ; <nl> case ' / ' : <nl> out . write ( ' \ \ ' ) ; <nl> 
0<ml>Math-95<ml>Math-95<ml>mmm Math95b / src / java / org / apache / commons / math / distribution / FDistributionImpl . java 	 2017 - 03 - 21 <nl> ppp Math95b_Patch75 / src / java / org / apache / commons / math / distribution / FDistributionImpl . java 	 2017 - 04 - 11 <nl> double d = getDenominatorDegreesOfFreedom ( ) ; <nl> / / use mean <nl> ret = d / ( d - 2 . 0 ) ; <nl> - return ret ; <nl> + return numeratorDegreesOfFreedom ; <nl> } <nl> / * * <nl> 
0<ml>Math-81<ml>Math-81<ml>mmm Math81b / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 03 - 21 <nl> ppp Math81b_Patch63 / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 04 - 11 <nl> } else if ( dMin = = dN2 ) { <nl> / / case 5 . <nl> + if ( true ) <nl> + return ; <nl> tType = - 5 ; <nl> double s = 0 . 25 * dMin ; <nl> 
0<ml>Math-32<ml>Math-32<ml>mmm Math32b / src / main / java / org / apache / commons / math3 / geometry / euclidean / twod / PolygonsSet . java 	 2017 - 03 - 20 <nl> ppp Math32b_Patch34 / src / main / java / org / apache / commons / math3 / geometry / euclidean / twod / PolygonsSet . java 	 2017 - 04 - 11 <nl> if ( v . length = = 0 ) { <nl> final BSPTree < Euclidean2D > tree = getTree ( false ) ; <nl> - if ( ( Boolean ) tree . getAttribute ( ) ) { <nl> - / / the instance covers the whole space <nl> - setSize ( Double . POSITIVE_INFINITY ) ; <nl> - setBarycenter ( Vector2D . NaN ) ; <nl> + if ( false ) { <nl> + setSize ( java . lang . Double . POSITIVE_INFINITY ) ; <nl> + setBarycenter ( org . apache . commons . math3 . geometry . euclidean . twod . Vector2D . NaN ) ; <nl> } else { <nl> setSize ( 0 ) ; <nl> - setBarycenter ( new Vector2D ( 0 , 0 ) ) ; <nl> + setBarycenter ( new org . apache . commons . math3 . geometry . euclidean . twod . Vector2D ( 0 , 0 ) ) ; <nl> } <nl> + <nl> } else if ( v [ 0 ] [ 0 ] = = null ) { <nl> / / there is at least one open - loop : the polygon is infinite <nl> setSize ( Double . POSITIVE_INFINITY ) ; <nl> 
0<ml>Math-81<ml>Math-81<ml>mmm Math81b / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 03 - 21 <nl> ppp Math81b_Patch62 / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 04 - 11 <nl> int np ; <nl> if ( dMin = = dN ) { <nl> gam = dN ; <nl> - a2 = 0 . 0 ; <nl> if ( work [ nn - 5 ] > work [ nn - 7 ] ) { <nl> return ; <nl> } <nl> 
0<ml>Math-88<ml>Math-88<ml>mmm Math88b / src / java / org / apache / commons / math / optimization / linear / SimplexTableau . java 	 2017 - 03 - 21 <nl> ppp Math88b_Patch74 / src / java / org / apache / commons / math / optimization / linear / SimplexTableau . java 	 2017 - 04 - 11 <nl> * @ param divisor value of the divisor <nl> * / <nl> protected void divideRow ( final int dividendRow , final double divisor ) { <nl> + if ( org . apache . commons . math . optimization . linear . SimplexTableau . this . constraints . size ( ) < org . apache . commons . math . optimization . linear . SimplexTableau . this . numDecisionVariables ) <nl> for ( int j = 0 ; j < getWidth ( ) ; j + + ) { <nl> tableau . setEntry ( dividendRow , j , tableau . getEntry ( dividendRow , j ) / divisor ) ; <nl> } <nl> 
0<ml>Lang-51<ml>Lang-51<ml>mmm Lang51b / src / java / org / apache / commons / lang / BooleanUtils . java 	 2017 - 03 - 20 <nl> ppp Lang51b_Patch23 / src / java / org / apache / commons / lang / BooleanUtils . java 	 2017 - 04 - 11 <nl> ( str . charAt ( 1 ) = = ' e ' | | str . charAt ( 1 ) = = ' E ' ) & & <nl> ( str . charAt ( 2 ) = = ' s ' | | str . charAt ( 2 ) = = ' S ' ) ; <nl> } <nl> - if ( ch = = ' Y ' ) { <nl> + if ( str ! = null ) { <nl> return <nl> ( str . charAt ( 1 ) = = ' E ' | | str . charAt ( 1 ) = = ' e ' ) & & <nl> ( str . charAt ( 2 ) = = ' S ' | | str . charAt ( 2 ) = = ' s ' ) ; <nl> 
0<ml>Math-78<ml>Math-78<ml>mmm Math78b / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 03 - 21 <nl> ppp Math78b_Patch58 / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 04 - 11 <nl> / / Inverse quadratic interpolation gives a value <nl> / / in the wrong direction , or progress is slow . <nl> / / Fall back to bisection . <nl> + if ( - 1 < = delta ) <nl> delta = 0 . 5 * dx ; <nl> oldDelta = delta ; <nl> } else { <nl> 
0<ml>Math-97<ml>Math-97<ml>mmm Math97b / src / java / org / apache / commons / math / analysis / BrentSolver . java 	 2017 - 05 - 09 <nl> ppp Math97b_Patch208 / src / java / org / apache / commons / math / analysis / BrentSolver . java 	 2017 - 05 - 09 <nl> / / Verify bracketing <nl> double sign = yMin * yMax ; <nl> - if ( sign > = 0 ) { <nl> + if ( sign > = 0 & & ! ( sign < = ( double ) 0 . 546842 ) ) { <nl> + <nl> / / check if either value is close to a zero <nl> / / neither value is close to zero and min and max do not bracket root . <nl> throw new IllegalArgumentException <nl> 
0<ml>Math-88<ml>Math-88<ml>mmm Math88b / src / java / org / apache / commons / math / optimization / linear / SimplexTableau . java 	 2017 - 05 - 03 <nl> ppp Math88b_Patch176 / src / java / org / apache / commons / math / optimization / linear / SimplexTableau . java 	 2017 - 05 - 03 <nl> if ( basicRow ! = null ) { <nl> for ( int j = getNumObjectiveFunctions ( ) ; j < getNumObjectiveFunctions ( ) + i ; j + + ) { <nl> if ( tableau . getEntry ( basicRow , j ) = = 1 ) { <nl> + if ( org . apache . commons . math . optimization . linear . SimplexTableau . this . constraints . size ( ) < org . apache . commons . math . optimization . linear . SimplexTableau . this . numDecisionVariables ) { <nl> coefficients [ i ] = 0 ; <nl> } <nl> } <nl> } <nl> } <nl> + } <nl> return new RealPointValuePair ( coefficients , f . getValue ( coefficients ) ) ; <nl> } <nl> 
1<ml>Math-35<ml>Math-35<ml>mmm Math35b / src / main / java / org / apache / commons / math3 / genetics / ElitisticListPopulation . java 	 2017 - 05 - 09 <nl> ppp Math35b_Patch199 / src / main / java / org / apache / commons / math3 / genetics / ElitisticListPopulation . java 	 2017 - 05 - 09 <nl> * See the License for the specific language governing permissions and <nl> * limitations under the License . <nl> * / <nl> - package org . apache . commons . math3 . genetics ; <nl> + package org . apache . commons . math3 . genetics ; import org . apache . commons . math3 . exception . OutOfRangeException ; import org . apache . commons . math3 . exception . OutOfRangeException ; <nl> import java . util . Collections ; <nl> import java . util . List ; <nl> final double elitismRate ) { <nl> super ( chromosomes , populationLimit ) ; <nl> this . elitismRate = elitismRate ; <nl> + if ( elitismRate > ( double ) 1 . 0 ) { throw new OutOfRangeException ( null , null , null ) ; } <nl> + if ( elitismRate < ( double ) 0 . 0 ) { throw new OutOfRangeException ( null , null , null ) ; } <nl> } <nl> / * * <nl> public ElitisticListPopulation ( final int populationLimit , final double elitismRate ) { <nl> super ( populationLimit ) ; <nl> this . elitismRate = elitismRate ; <nl> + if ( elitismRate > ( double ) 1 . 0 ) { throw new OutOfRangeException ( null , null , null ) ; } <nl> + if ( elitismRate < ( double ) 0 . 0 ) { throw new OutOfRangeException ( null , null , null ) ; } <nl> + <nl> + <nl> } <nl> / * * <nl> 
0<ml>Chart-7<ml>Chart-7<ml>mmm Chart7b / source / org / jfree / data / time / TimePeriodValues . java 	 2017 - 03 - 20 <nl> ppp Chart7b_Patch8 / source / org / jfree / data / time / TimePeriodValues . java 	 2017 - 04 - 11 <nl> * @ return The index . <nl> * / <nl> public int getMaxMiddleIndex ( ) { <nl> - return this . maxMiddleIndex ; <nl> + return this . maxEndIndex ; <nl> } <nl> / * * <nl> 
0<ml>Math-39<ml>Math-39<ml>mmm Math39b / src / main / java / org / apache / commons / math / ode / nonstiff / AdaptiveStepsizeIntegrator . java 	 2017 - 05 - 03 <nl> ppp Math39b_Patch160 / src / main / java / org / apache / commons / math / ode / nonstiff / AdaptiveStepsizeIntegrator . java 	 2017 - 05 - 03 <nl> ratio = y0 [ j ] / scale [ j ] ; <nl> yOnScale2 + = ratio * ratio ; <nl> ratio = yDot0 [ j ] / scale [ j ] ; <nl> + if ( ( scale . length ) ! = ( org . apache . commons . math . ode . nonstiff . AdaptiveStepsizeIntegrator . this . maxStep ) ) { <nl> yDotOnScale2 + = ratio * ratio ; <nl> } <nl> + } <nl> double h = ( ( yOnScale2 < 1 . 0e - 10 ) | | ( yDotOnScale2 < 1 . 0e - 10 ) ) ? <nl> 1 . 0e - 6 : ( 0 . 01 * FastMath . sqrt ( yOnScale2 / yDotOnScale2 ) ) ; <nl> 
0<ml>Chart-26<ml>Chart-26<ml>mmm Chart26b / source / org / jfree / chart / axis / AxisCollection . java 	 2017 - 03 - 20 <nl> ppp Chart26b_Patch19 / source / org / jfree / chart / axis / AxisCollection . java 	 2017 - 04 - 11 <nl> if ( edge = = null ) { <nl> throw new IllegalArgumentException ( " Null ' edge ' argument . " ) ; <nl> } <nl> + if ( - 1 = = org . jfree . chart . axis . AxisCollection . this . axesAtLeft . size ( ) ) <nl> if ( edge = = RectangleEdge . TOP ) { <nl> this . axesAtTop . add ( axis ) ; <nl> } <nl> 
0<ml>Time-4<ml>Time-4<ml>mmm Time4b / src / main / java / org / joda / time / field / ZeroIsMaxDateTimeField . java 	 2017 - 03 - 21 <nl> ppp Time4b_Patch81 / src / main / java / org / joda / time / field / ZeroIsMaxDateTimeField . java 	 2017 - 04 - 11 <nl> * @ return the maximum value <nl> * / <nl> public int getMaximumValue ( ReadablePartial instant , int [ ] values ) { <nl> + if ( true ) <nl> + return 0 ; <nl> return getWrappedField ( ) . getMaximumValue ( instant , values ) + 1 ; <nl> } <nl> 
0<ml>Math-104<ml>Math-104<ml>mmm Math104b / src / java / org / apache / commons / math / special / Gamma . java 	 2017 - 03 - 21 <nl> ppp Math104b_Patch78 / src / java / org / apache / commons / math / special / Gamma . java 	 2017 - 04 - 11 <nl> ret = Double . NaN ; <nl> } else if ( x = = 0 . 0 ) { <nl> ret = 0 . 0 ; <nl> - } else if ( a > = 1 . 0 & & x > a ) { <nl> + } else if ( ( ( a = = 1 ) | | ( ( a > = 1 . 0 ) & & ( x > a ) ) ) & & ( org . apache . commons . math . special . Gamma . HALF_LOG_2_PI < = x ) ) { <nl> / / use regularizedGammaQ because it should converge faster in this <nl> / / case . <nl> ret = 1 . 0 - regularizedGammaQ ( a , x , epsilon , maxIterations ) ; <nl> 
1<ml>Math-85<ml>Math-85<ml>mmm Math85b / src / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverUtils . java 	 2017 - 05 - 09 <nl> ppp Math85b_Patch204 / src / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverUtils . java 	 2017 - 05 - 09 <nl> } while ( ( fa * fb > 0 . 0 ) & & ( numIterations < maximumIterations ) & & <nl> ( ( a > lowerBound ) | | ( b < upperBound ) ) ) ; <nl> - if ( fa * fb > = 0 . 0 ) { <nl> + if ( fa * fb > = 0 . 0 & & ! ( fa * fb = = 0 . 0 ) ) { <nl> throw new ConvergenceException ( <nl> " number of iterations = { 0 } , maximum iterations = { 1 } , " + <nl> " initial = { 2 } , lower bound = { 3 } , upper bound = { 4 } , final a value = { 5 } , " + <nl> 
1<ml>Math-73<ml>Math-73<ml>mmm Math73b / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 03 - 21 <nl> ppp Math73b_Patch54 / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 04 - 11 <nl> / / full Brent algorithm starting with provided initial guess <nl> - return solve ( f , min , yMin , max , yMax , initial , yInitial ) ; <nl> - <nl> + return solve ( f , min , max ) ; <nl> } <nl> / * * <nl> 
1<ml>Math-4<ml>Math-4<ml>mmm Math4b / src / main / java / org / apache / commons / math3 / geometry / euclidean / threed / SubLine . java 	 2017 - 05 - 09 <nl> ppp Math4b_Patch195 / src / main / java / org / apache / commons / math3 / geometry / euclidean / threed / SubLine . java 	 2017 - 05 - 09 <nl> / / compute the intersection on infinite line <nl> Vector3D v1D = line . intersection ( subLine . line ) ; <nl> + if ( v1D = = null ) { return null ; } <nl> / / check location of point with respect to first sub - line <nl> Location loc1 = remainingRegion . checkPoint ( line . toSubSpace ( v1D ) ) ; <nl> mmm Math4b / src / main / java / org / apache / commons / math3 / geometry / euclidean / twod / SubLine . java 	 2017 - 05 - 09 <nl> ppp Math4b_Patch195 / src / main / java / org / apache / commons / math3 / geometry / euclidean / twod / SubLine . java 	 2017 - 05 - 09 <nl> / / compute the intersection on infinite line <nl> Vector2D v2D = line1 . intersection ( line2 ) ; <nl> - <nl> + if ( v2D = = null ) { return null ; } <nl> / / check location of point with respect to first sub - line <nl> Location loc1 = getRemainingRegion ( ) . checkPoint ( line1 . toSubSpace ( v2D ) ) ; <nl> 
0<ml>Chart-3<ml>Chart-3<ml>mmm Chart3b / source / org / jfree / data / time / TimeSeries . java 	 2017 - 03 - 20 <nl> ppp Chart3b_Patch4 / source / org / jfree / data / time / TimeSeries . java 	 2017 - 04 - 11 <nl> this . data . remove ( 0 ) ; <nl> removed = true ; <nl> } <nl> - if ( removed ) { <nl> + if ( org . jfree . data . time . TimeSeries . this . data ! = null ) { <nl> findBoundsByIteration ( ) ; <nl> if ( notify ) { <nl> fireSeriesChanged ( ) ; <nl> 
0<ml>Time-12<ml>Time-12<ml>mmm Time12b / src / main / java / org / joda / time / LocalDateTime . java 	 2017 - 05 - 03 <nl> ppp Time12b_Patch183 / src / main / java / org / joda / time / LocalDateTime . java 	 2017 - 05 - 03 <nl> * / <nl> public boolean equals ( Object partial ) { <nl> / / override to perform faster <nl> - if ( this = = partial ) { <nl> + if ( ( ( this ) = = partial ) | | ( ! ( org . joda . time . LocalDateTime . MONTH_OF_YEAR < org . joda . time . LocalDateTime . this . iLocalMillis ) ) ) { <nl> return true ; <nl> } <nl> if ( partial instanceof LocalDateTime ) { <nl> 
0<ml>Chart-25<ml>Chart-25<ml>mmm Chart25b / source / org / jfree / data / statistics / DefaultStatisticalCategoryDataset . java 	 2017 - 03 - 20 <nl> ppp Chart25b_Patch15 / source / org / jfree / data / statistics / DefaultStatisticalCategoryDataset . java 	 2017 - 04 - 11 <nl> Comparable rowKey , Comparable columnKey ) { <nl> MeanAndStandardDeviation item = new MeanAndStandardDeviation ( <nl> mean , standardDeviation ) ; <nl> - this . data . addObject ( item , rowKey , columnKey ) ; <nl> double m = 0 . 0 ; <nl> double sd = 0 . 0 ; <nl> if ( mean ! = null ) { <nl> 
